ExternalRiskEstimate,NetFractionRevolvingBurden,AverageMInFile,PercentInstallTrades,NumSatisfactoryTrades,RiskPerformance
57,73,81,23,26,0
56,39,124,16,28,1
83,37,99,33,18,1
86,2,81,47,29,1
65,81,96,29,18,0
71,58,79,67,14,1
49,60,95,35,12,0
85,4,66,45,20,1
83,18,52,38,13,1
75,15,78,53,17,1
82,5,80,20,38,1
55,88,60,44,25,0
67,87,80,55,11,0
65,47,94,9,8,1
83,0,142,36,13,1
73,12,76,28,24,1
68,48,76,22,30,0
73,6,99,35,22,1
87,19,139,34,28,1
67,81,79,22,18,0
63,70,41,50,20,0
55,92,63,46,9,0
62,80,54,32,38,0
67,82,14,0,2,0
69,42,59,37,35,1
80,18,41,33,9,1
87,16,100,44,22,1
65,34,69,6,31,0
74,32,121,19,35,1
65,91,35,61,21,0
79,14,54,38,23,1
55,44,76,57,20,1
77,11,73,48,20,1
73,17,23,29,7,0
58,73,25,35,26,0
66,43,80,33,32,1
80,29,72,26,40,1
65,60,97,38,26,0
83,0,98,27,14,1
82,4,100,52,30,1
90,2,118,42,25,1
83,29,74,47,19,1
63,37,148,33,27,1
75,3,99,40,43,1
81,1,145,30,9,1
73,11,102,42,37,1
51,91,81,39,25,1
83,13,62,33,15,1
66,36,82,23,25,0
86,2,75,37,18,1
76,26,78,56,26,1
62,49,103,23,11,0
55,62,68,21,19,0
61,50,81,50,44,0
72,4,140,11,45,1
67,34,62,47,32,1
73,10,86,25,16,0
82,1,109,50,38,1
74,0,119,41,13,1
68,30,79,41,26,1
68,27,91,9,9,0
79,27,120,36,32,1
66,93,53,61,18,1
77,29,82,30,35,1
89,18,96,38,22,1
67,28,87,23,11,0
66,58,85,30,32,1
68,39,20,31,13,0
65,45,76,60,22,1
60,12,87,50,21,1
72,59,73,18,22,1
84,29,125,40,15,1
78,24,75,33,33,1
76,31,51,33,21,0
82,12,70,41,24,1
87,0,61,40,5,1
86,2,77,23,22,1
87,8,89,41,13,1
77,28,53,67,16,1
64,67,70,24,17,0
82,16,89,54,23,1
86,15,69,57,14,1
75,15,34,28,17,1
83,26,95,33,46,1
71,61,68,35,31,1
90,3,99,52,19,1
71,17,53,22,27,1
74,49,75,77,10,1
75,5,64,43,7,0
75,27,109,35,29,1
76,2,28,20,9,1
70,40,70,47,37,0
73,52,104,32,42,1
72,31,77,48,22,1
88,6,86,54,23,1
65,88,83,56,9,0
63,32,37,37,29,0
70,67,75,41,36,0
85,5,85,41,24,1
80,69,100,31,12,1
73,14,81,36,32,1
75,36,83,39,16,1
61,0,94,67,20,0
88,1,69,63,16,1
74,80,62,46,37,1
70,35,125,18,31,0
70,16,136,50,38,1
90,0,99,41,17,1
67,90,81,58,19,1
90,5,99,74,19,1
80,10,155,17,20,1
54,48,79,14,25,0
66,40,51,62,31,0
68,76,98,33,21,1
69,1,84,40,14,1
88,8,71,51,35,0
74,34,52,42,11,1
69,9,48,33,37,1
83,0,111,18,28,1
72,35,75,10,39,1
84,3,58,48,20,1
91,4,103,77,23,0
66,10,114,31,43,1
69,57,100,42,12,1
66,57,42,50,10,0
84,0,80,0,22,0
60,112,79,10,8,0
76,15,117,17,35,0
70,67,92,56,25,0
61,74,27,25,8,0
58,72,70,30,22,0
81,19,72,0,6,0
87,9,73,40,4,1
58,37,36,64,14,0
84,0,81,36,13,1
64,90,59,25,20,0
76,31,86,39,22,1
61,19,101,21,27,0
85,0,63,27,11,1
68,47,38,36,21,0
68,11,71,65,21,1
72,1,142,26,32,1
65,48,97,43,19,0
56,42,66,25,20,0
60,67,17,38,13,0
64,0,68,28,20,0
68,30,48,43,14,1
70,103,96,40,14,1
56,93,86,20,14,0
89,3,113,22,18,1
88,4,72,21,14,1
68,72,51,47,17,0
86,18,109,28,18,1
90,5,133,0,6,0
58,24,88,41,17,0
61,32,45,20,48,1
86,9,77,20,24,1
71,24,51,24,18,0
54,79,113,10,9,0
82,13,120,33,12,1
75,17,59,30,22,0
71,73,123,26,21,1
71,14,81,19,42,0
88,10,114,0,22,1
77,14,59,58,19,1
69,32,74,32,47,1
58,84,57,52,21,0
63,74,37,33,14,0
61,67,56,17,10,0
67,50,70,36,36,1
81,8,61,67,12,0
82,32,130,18,11,1
72,21,97,47,15,0
71,29,97,10,39,0
62,81,52,38,21,0
78,30,78,27,10,1
66,9,39,21,15,0
71,80,68,23,12,0
80,14,76,38,16,1
68,0,16,67,3,0
91,7,143,22,9,1
85,24,110,42,12,1
72,18,62,6,34,1
72,12,50,27,37,0
74,14,97,29,20,1
83,15,79,20,25,0
80,10,89,17,18,0
69,45,125,24,16,0
71,52,63,66,29,0
69,26,96,18,41,0
64,42,38,25,10,0
62,74,43,35,22,0
59,58,75,50,2,0
68,10,66,27,13,0
79,46,66,40,15,1
70,24,70,15,10,1
57,72,75,52,20,0
76,24,66,25,22,1
88,5,79,0,19,1
74,36,147,13,15,1
86,18,126,8,25,1
72,1,78,25,14,0
90,0,106,50,4,1
65,50,89,33,6,1
58,0,68,63,7,0
74,3,73,43,39,0
58,96,52,15,33,0
63,51,112,29,20,0
68,68,115,28,18,1
73,24,74,21,32,0
82,20,123,9,11,0
82,6,38,40,10,1
72,19,31,0,7,0
81,17,82,27,22,0
61,44,69,22,22,0
63,97,56,50,5,0
71,24,64,53,15,0
80,16,88,14,41,1
57,29,68,40,7,1
72,26,9,50,2,0
88,0,71,40,5,0
74,45,26,19,16,1
85,6,95,21,27,0
55,60,100,25,28,0
62,73,14,20,9,0
74,9,84,25,43,1
57,24,115,19,8,0
73,71,61,45,11,0
70,25,96,27,13,0
74,40,85,17,23,0
85,0,110,21,19,1
79,27,58,38,21,1
79,32,113,22,18,0
77,18,58,25,15,0
69,23,147,38,11,0
76,31,10,67,2,0
65,29,93,47,14,1
75,28,103,44,24,1
66,80,25,64,14,0
82,16,46,50,4,1
73,9,98,38,13,0
64,86,97,27,33,0
59,62,31,17,18,0
65,41,30,33,8,0
78,24,81,28,18,1
72,17,76,37,35,1
75,7,74,33,41,0
59,85,70,29,5,0
71,60,150,18,22,1
63,66,125,18,16,0
57,17,61,22,29,1
61,54,116,20,41,1
79,23,86,55,47,1
81,26,103,14,6,1
68,21,68,29,13,0
59,63,105,48,21,1
90,1,72,0,6,0
90,3,110,33,9,1
54,31,64,24,14,0
74,46,79,26,18,0
78,23,91,4,28,1
61,2,110,38,12,0
64,31,74,26,33,0
62,46,81,38,9,0
63,54,112,16,17,1
71,0,96,0,11,0
59,84,52,29,15,1
65,58,86,34,31,0
58,44,137,10,7,0
63,84,31,20,4,0
60,89,39,58,10,0
87,0,99,25,12,0
66,53,92,22,23,0
54,21,27,17,9,0
76,38,42,14,14,0
74,71,129,33,15,0
59,39,67,7,27,0
55,34,115,19,5,0
59,53,36,55,10,0
81,5,84,36,22,1
80,5,55,16,19,1
55,97,14,56,9,0
73,21,61,17,27,1
75,32,66,36,21,0
69,17,64,18,22,1
68,48,40,45,10,0
83,16,109,29,14,1
74,23,16,33,6,0
65,56,60,31,26,0
74,25,90,16,30,0
67,54,43,14,5,1
67,100,43,50,3,0
61,84,45,33,18,0
59,99,39,20,4,0
57,50,66,22,23,0
61,49,64,45,24,0
64,88,47,60,9,0
65,4,63,67,2,0
76,51,74,11,18,1
71,51,51,15,13,0
80,18,82,24,17,1
64,37,44,25,20,0
65,66,49,58,12,0
90,0,102,0,17,0
81,46,73,23,13,0
57,21,98,21,19,0
73,70,77,32,17,1
64,18,50,40,18,0
80,5,76,0,12,1
58,74,128,22,8,0
57,39,80,25,11,0
63,11,61,50,11,1
54,33,19,33,3,0
91,3,135,0,5,1
57,78,69,31,28,0
72,30,75,38,15,0
72,26,76,39,39,0
65,56,84,14,6,0
72,28,66,24,31,1
79,17,71,42,19,0
70,17,27,17,22,0
91,1,139,8,12,1
61,89,17,22,9,0
73,0,148,38,8,0
71,7,79,33,14,0
74,13,110,18,33,1
60,44,74,38,23,0
63,44,48,47,17,0
63,57,80,64,23,0
90,1,103,25,16,1
76,3,95,50,12,0
70,54,68,18,17,0
66,32,44,60,5,1
67,47,128,33,6,0
67,88,55,17,12,0
59,100,62,33,2,0
80,3,71,9,33,1
76,48,31,0,3,0
78,27,92,52,23,1
86,2,79,0,19,1
54,94,18,33,3,0
57,75,101,40,7,0
68,47,51,33,15,0
65,56,49,30,18,0
69,0,34,78,8,1
81,17,75,15,26,1
54,60,125,24,36,0
54,104,63,45,9,0
61,71,80,36,11,0
89,4,116,19,30,1
66,11,84,38,10,1
59,54,100,39,17,0
64,67,73,22,6,0
59,74,54,29,14,0
70,43,68,40,20,1
72,0,61,28,17,0
66,67,114,20,45,0
68,62,49,50,6,0
59,70,103,17,22,0
87,15,140,31,12,1
86,4,77,18,39,0
73,98,89,44,8,0
75,7,65,21,32,1
67,15,29,50,21,0
57,72,31,40,9,0
72,59,17,12,17,0
59,88,78,26,12,0
77,33,109,17,10,1
76,0,21,50,4,1
66,66,64,14,13,0
78,46,74,25,8,0
85,7,90,10,39,1
55,97,47,25,2,1
63,68,51,55,10,1
69,0,62,40,5,1
58,87,67,26,22,0
66,16,68,19,24,0
56,95,15,33,6,0
73,50,90,27,14,0
64,85,48,23,13,0
55,100,63,44,6,0
70,3,26,38,8,0
58,81,45,63,7,0
89,9,129,12,17,1
86,0,79,40,15,1
56,48,24,18,19,1
84,14,103,28,18,1
70,91,41,57,6,0
73,74,111,40,15,1
72,17,9,0,2,0
59,0,86,55,21,1
65,7,11,19,13,0
80,2,84,27,33,1
64,0,66,52,20,0
68,98,93,59,29,0
69,45,104,31,35,1
63,96,64,44,16,0
78,5,77,21,33,1
70,44,92,0,10,0
86,6,82,9,11,1
64,69,16,33,9,1
61,24,34,50,4,0
84,6,121,28,24,1
85,4,81,19,26,1
80,28,49,14,7,1
57,46,37,9,7,0
78,0,53,45,21,0
76,5,77,12,16,1
57,53,29,39,18,0
82,50,73,33,3,1
60,83,116,55,6,0
83,26,88,42,12,1
60,28,75,25,11,0
72,36,70,13,27,0
67,103,75,29,14,0
71,51,108,13,23,1
67,21,65,33,22,0
88,1,85,0,9,1
85,6,59,0,11,1
75,27,94,50,25,0
90,1,105,0,18,1
84,4,68,24,21,1
76,24,86,37,18,1
79,6,121,19,12,0
73,94,72,25,12,0
59,25,14,14,13,0
54,71,23,30,18,0
59,104,66,50,2,0
83,48,106,15,13,1
66,40,44,38,13,1
66,95,75,30,10,0
76,1,53,64,28,0
66,26,93,8,21,0
58,68,71,56,24,1
80,25,154,12,17,1
58,85,74,27,11,0
81,2,70,27,32,1
63,54,44,14,21,1
74,70,101,36,10,0
88,0,98,52,25,1
66,39,19,18,11,0
65,65,66,17,11,1
84,1,86,25,40,1
73,25,63,62,19,0
66,0,108,80,9,1
79,1,36,50,18,1
89,3,137,0,22,1
72,66,67,52,21,0
76,31,69,36,14,1
55,56,58,36,10,1
64,57,77,36,11,0
64,19,59,12,32,0
61,35,91,20,18,1
74,47,35,50,15,1
66,0,15,43,6,1
81,11,74,29,13,1
61,0,70,50,7,0
90,4,103,30,19,1
87,7,93,17,17,1
69,73,57,42,10,0
59,101,64,47,27,0
71,51,127,18,10,1
65,63,46,37,26,0
65,7,13,43,6,0
61,108,68,33,2,0
63,19,63,11,19,0
63,53,99,22,18,0
60,96,16,40,9,0
56,44,103,38,21,0
56,88,93,39,20,1
81,32,60,15,25,1
74,58,48,25,11,0
88,10,83,44,9,1
86,13,125,25,12,0
73,16,79,55,10,0
84,13,62,32,19,1
68,24,89,27,25,1
59,60,71,27,15,0
90,5,94,11,38,1
75,18,103,8,36,1
65,52,43,50,19,0
85,0,132,43,7,0
62,71,67,36,14,0
59,110,102,33,4,1
86,1,75,0,11,1
63,83,111,6,34,0
85,5,83,18,15,1
79,25,112,19,21,1
61,90,61,38,5,0
56,93,101,23,29,1
63,60,90,32,18,1
75,33,84,16,19,1
82,1,90,14,26,0
54,72,99,45,44,0
73,0,66,33,23,1
69,16,88,24,23,0
82,6,68,8,25,1
71,46,25,56,16,0
62,38,124,36,10,0
65,30,133,47,30,0
73,10,62,39,22,1
80,5,67,29,35,1
68,85,94,57,26,1
64,23,107,25,31,0
66,61,83,59,19,0
59,52,23,43,21,1
87,13,127,59,15,1
78,3,80,8,12,1
63,80,81,45,17,0
73,68,44,67,15,0
89,1,139,11,9,1
65,71,67,40,12,1
65,58,72,36,12,1
67,77,53,73,19,0
84,10,109,25,28,1
61,36,29,28,32,0
85,3,92,44,24,1
70,36,43,35,17,1
79,8,82,12,41,1
77,49,137,0,10,0
70,46,145,20,17,1
64,74,60,13,22,1
73,3,94,19,31,1
77,0,55,47,13,1
80,3,105,8,13,0
66,69,151,18,22,0
57,44,63,64,23,0
55,38,56,20,6,0
76,22,75,10,30,1
58,0,62,24,24,0
79,15,92,28,18,1
87,28,109,33,9,1
74,37,75,29,30,1
69,87,117,40,25,0
74,0,44,21,24,1
84,4,65,25,28,1
71,13,123,23,28,1
62,14,42,33,10,0
62,14,42,33,10,0
71,23,55,68,17,0
85,21,139,18,11,1
87,5,65,33,14,1
81,8,114,0,15,1
78,10,70,18,15,1
81,16,93,19,27,1
75,13,88,33,16,1
60,35,53,29,23,0
70,74,37,33,12,0
80,10,52,8,12,0
83,58,87,45,11,1
72,26,89,23,32,0
83,7,65,44,9,1
74,27,121,38,17,1
93,1,99,11,19,1
56,77,82,24,27,1
58,54,81,54,40,0
78,24,113,35,26,1
74,93,85,50,10,1
85,1,57,14,7,0
86,0,112,35,22,0
91,1,123,32,17,1
91,11,140,29,7,1
62,63,100,29,23,0
74,22,90,25,40,1
81,11,64,14,13,1
87,0,72,46,13,1
77,7,64,17,11,0
77,0,76,35,31,0
80,18,65,42,19,1
68,84,76,26,42,1
84,26,121,13,15,1
85,2,151,13,16,1
65,91,65,13,8,1
69,27,54,50,23,0
71,37,55,63,14,1
74,8,84,33,27,1
84,36,74,14,22,1
80,19,77,16,31,1
79,71,86,25,4,1
59,94,92,62,10,0
63,97,113,20,10,0
69,0,95,26,25,1
63,54,81,27,28,0
68,78,60,50,13,1
63,0,43,62,28,1
62,4,68,24,27,1
86,1,85,25,14,1
57,67,109,28,29,0
83,13,64,32,27,1
73,37,83,42,31,1
74,6,111,30,17,0
65,35,25,50,7,0
59,69,62,20,17,0
75,96,111,40,10,1
70,55,77,35,26,1
61,39,41,20,29,0
56,59,53,20,35,0
66,45,4,33,1,0
77,3,59,9,41,1
85,3,104,26,23,1
88,9,122,0,26,1
72,82,72,52,25,1
70,86,112,28,25,0
77,33,56,8,24,0
85,3,80,17,45,1
88,0,115,23,13,1
68,39,62,11,26,0
82,6,107,34,44,1
71,23,113,34,32,1
76,2,58,44,15,0
68,27,131,40,10,0
78,17,115,44,24,1
85,25,89,33,14,1
74,31,87,41,29,1
64,53,55,31,15,0
70,70,93,44,16,0
79,9,78,23,45,1
83,1,110,45,22,1
80,5,123,47,34,1
88,4,72,31,13,1
77,0,31,14,7,1
79,0,91,29,13,1
78,37,37,36,11,1
55,22,51,57,18,1
68,49,88,50,25,1
72,30,95,27,15,1
76,14,60,27,25,1
62,57,87,33,27,1
76,20,112,12,40,1
69,45,89,19,30,0
72,22,76,36,23,1
61,73,64,39,18,0
62,12,68,33,9,0
79,34,102,13,24,1
74,0,79,63,7,0
68,2,76,25,16,1
85,5,119,29,12,1
68,55,135,29,24,0
62,56,87,14,12,0
83,2,102,19,32,1
90,6,103,10,10,1
80,21,155,6,31,1
81,14,49,80,5,1
59,39,66,15,25,0
62,59,154,20,16,0
77,10,61,6,27,0
80,7,96,41,41,1
74,37,93,29,49,1
78,1,94,41,34,1
65,70,97,18,32,0
66,14,64,26,21,1
71,81,99,31,25,1
86,0,106,50,8,0
85,21,120,41,22,1
85,0,82,11,18,1
65,57,26,36,13,1
77,13,102,4,22,1
67,74,61,54,24,1
65,84,15,67,9,0
84,8,95,43,13,1
67,44,9,60,3,0
80,6,57,24,33,1
61,82,44,12,24,0
56,126,65,57,7,0
76,48,63,54,21,0
84,37,100,18,17,1
73,26,113,37,40,1
83,24,108,17,18,1
80,1,70,20,20,1
83,21,82,19,26,1
69,71,84,14,22,1
74,13,49,43,23,1
86,7,150,11,17,0
77,34,76,9,31,1
89,9,87,50,14,1
88,9,109,43,14,1
73,48,77,50,24,1
57,48,55,47,43,0
84,18,85,57,14,1
70,6,29,42,30,0
83,13,83,19,16,1
65,48,32,5,20,1
66,54,102,26,16,0
79,0,81,44,16,1
88,4,127,14,22,1
82,4,91,19,31,1
83,27,98,21,14,1
72,18,128,37,18,1
86,6,114,24,20,1
68,22,52,5,20,1
91,6,117,22,18,1
77,30,99,14,22,1
64,76,89,38,36,1
77,32,72,52,25,1
86,8,74,8,13,1
82,38,115,22,27,1
84,0,84,30,19,1
86,6,140,15,25,1
68,81,96,18,31,0
88,6,94,17,12,1
57,70,121,26,30,1
66,17,119,0,6,0
88,14,123,7,27,1
90,1,92,54,13,1
80,30,88,12,25,1
75,17,46,29,17,1
59,74,80,37,31,0
76,28,65,26,18,1
78,41,70,20,20,1
80,11,129,41,25,1
66,20,91,11,27,1
86,12,67,30,10,1
84,8,141,17,29,1
64,37,129,15,9,1
83,7,105,45,11,1
73,13,115,50,6,0
63,13,15,9,11,0
87,0,124,17,24,1
68,63,114,11,28,0
65,18,77,17,11,0
83,0,97,20,10,1
43,93,80,11,20,0
76,54,81,40,15,1
85,8,99,33,15,1
71,34,42,67,23,1
83,7,76,21,33,1
82,0,98,60,9,1
60,53,71,48,19,1
70,31,82,16,37,1
87,8,155,31,13,1
72,26,146,21,38,1
76,0,93,18,10,1
77,9,109,19,15,1
88,0,123,58,12,1
77,4,79,23,13,1
88,5,110,32,28,1
84,7,63,37,25,0
69,33,98,37,29,1
85,4,87,9,23,0
71,30,102,32,43,1
89,0,82,26,27,1
73,7,143,23,12,0
73,46,23,8,13,1
90,8,99,47,14,1
92,1,150,3,30,1
68,21,127,14,20,1
72,14,67,33,44,1
59,72,70,25,7,0
60,75,50,35,31,1
89,0,83,29,21,1
76,35,94,16,32,1
81,2,68,12,26,1
89,6,81,73,11,1
77,9,91,35,16,1
68,27,117,53,16,0
73,1,90,12,34,0
75,0,68,54,28,1
86,0,135,38,21,1
86,12,93,29,7,1
86,0,87,20,25,1
90,0,107,67,3,1
82,12,82,44,16,1
67,50,61,53,30,1
68,60,73,37,19,0
79,11,121,7,14,1
74,36,26,38,6,0
66,1,132,19,23,1
91,3,127,14,14,1
77,6,105,50,17,1
68,88,25,0,5,0
83,20,98,36,21,1
70,46,49,29,49,1
81,3,56,21,22,1
61,26,77,31,34,1
72,57,75,62,20,0
68,43,89,42,33,1
78,52,81,45,29,0
67,67,95,19,16,0
88,0,92,40,10,1
80,18,96,36,25,1
69,39,38,55,11,0
84,9,52,44,18,0
68,10,74,45,9,0
86,2,71,50,19,1
65,80,51,42,11,0
56,85,93,39,34,0
55,37,45,13,13,0
65,25,69,27,15,0
77,21,56,27,14,1
64,46,50,56,31,1
75,11,59,50,32,0
68,75,69,33,20,0
86,0,39,10,10,0
86,2,148,28,25,1
79,13,83,42,17,1
82,9,57,24,19,1
58,2,48,77,23,0
57,61,56,71,11,0
73,87,75,33,17,0
76,75,87,22,18,1
60,51,136,47,12,0
69,85,79,44,14,0
80,49,117,25,30,0
70,100,89,22,8,1
60,64,51,42,24,0
75,3,74,62,21,0
88,27,103,31,25,1
60,2,82,47,12,0
60,54,69,44,21,1
64,68,39,42,10,0
71,53,34,11,9,0
73,6,84,43,22,1
79,57,86,67,26,1
61,33,103,17,27,1
76,44,57,33,20,0
64,60,63,50,18,0
59,90,23,67,3,0
80,7,74,77,22,0
68,24,44,20,20,0
76,40,48,35,20,0
75,57,70,53,13,0
65,73,27,44,16,0
69,41,95,39,27,0
69,46,139,53,15,1
81,23,50,11,9,1
68,89,148,22,18,0
77,0,71,40,10,0
55,83,42,50,18,0
72,28,62,40,9,0
57,63,106,37,17,0
73,55,125,42,12,1
70,96,76,69,16,0
64,10,130,0,5,0
64,52,85,17,16,0
64,92,61,50,12,1
78,25,80,42,24,1
79,14,57,35,18,0
86,12,80,35,20,1
69,97,27,75,4,0
63,74,68,43,22,1
84,5,74,57,24,0
59,82,88,25,28,0
66,73,77,40,9,0
54,66,37,57,13,0
81,21,95,50,17,1
64,28,55,22,8,0
81,27,68,37,41,1
76,21,39,17,6,0
74,75,75,31,13,0
81,33,108,46,23,1
80,8,83,35,21,0
58,40,78,42,39,0
87,12,143,0,6,1
69,51,37,42,8,1
85,19,109,35,21,1
65,34,121,11,8,0
81,53,83,44,15,0
80,1,55,17,23,1
59,70,43,24,16,0
69,55,32,50,15,1
59,96,87,48,16,1
79,47,88,45,19,1
69,44,50,32,32,1
65,3,64,18,15,0
62,8,52,13,23,0
71,26,48,26,26,0
69,0,35,60,15,0
86,14,98,48,21,1
66,81,81,12,24,0
54,26,63,41,18,0
69,74,64,28,31,0
68,75,65,56,14,0
70,34,79,67,11,0
59,40,12,33,2,0
59,89,85,35,19,1
63,69,44,29,9,0
67,59,97,35,25,0
78,71,109,40,15,0
65,93,61,58,19,0
74,56,34,11,6,1
75,27,39,37,19,1
77,22,73,31,15,0
64,69,150,36,12,0
73,99,75,42,19,0
60,20,135,8,11,0
65,32,67,15,26,0
86,4,90,51,32,1
62,39,56,33,13,0
74,47,79,44,25,0
70,70,62,17,14,0
70,34,56,30,25,0
66,7,58,45,17,1
73,0,76,63,5,1
56,19,68,30,16,0
87,3,79,18,16,1
68,43,60,35,19,0
75,89,59,40,25,0
66,60,46,60,10,0
76,32,70,27,33,1
68,29,88,42,10,0
68,26,98,43,21,0
72,28,57,25,24,1
64,73,40,43,23,0
88,11,92,40,24,1
62,66,40,50,13,0
60,55,73,38,18,1
72,48,91,29,23,1
64,44,44,0,2,0
71,43,45,33,27,0
81,9,88,29,27,1
60,57,31,36,14,0
73,10,31,45,9,0
52,92,87,32,32,0
79,35,76,27,21,0
74,70,72,41,27,1
79,42,55,41,22,1
75,15,63,26,18,0
51,43,73,33,4,0
62,82,30,47,17,0
59,58,62,59,16,0
78,12,64,24,27,1
59,77,83,67,8,0
78,43,81,50,30,1
85,6,78,36,11,1
60,74,21,38,16,0
55,97,10,17,5,0
73,76,54,27,11,1
68,7,44,42,13,1
65,54,113,16,17,0
58,76,67,45,9,0
69,86,88,53,11,0
81,9,94,53,36,1
63,16,65,55,37,0
77,46,91,29,39,1
85,1,68,36,35,1
60,29,45,50,3,0
66,47,66,75,6,0
80,70,149,14,14,1
89,2,110,15,13,1
58,70,78,28,24,0
65,71,52,58,11,0
75,0,71,42,12,0
68,89,45,50,10,0
69,11,65,33,14,1
66,74,74,27,10,0
61,51,80,42,29,0
63,72,54,60,19,0
81,3,59,30,19,0
64,31,60,45,28,1
64,31,94,33,30,0
67,44,51,45,28,0
71,95,128,50,20,1
80,55,94,25,20,0
64,67,76,32,22,0
57,69,58,33,22,1
63,76,92,30,27,0
66,36,41,54,13,0
58,69,32,28,17,0
61,85,82,18,10,0
60,42,55,46,38,0
68,33,76,28,18,0
89,1,117,17,18,1
75,4,54,44,16,0
52,61,75,39,22,0
75,0,61,18,10,0
73,53,85,42,31,1
61,67,95,39,28,0
76,49,85,31,16,1
58,59,83,9,8,0
64,87,46,55,19,0
65,45,68,28,28,0
75,12,101,33,9,1
61,22,52,20,12,0
73,11,111,25,18,1
75,13,75,24,47,1
59,59,76,63,21,0
75,41,111,13,19,0
88,8,77,25,20,1
60,29,8,0,3,0
63,34,75,19,20,0
57,96,8,33,3,0
58,51,95,10,21,0
63,5,86,45,39,0
63,78,131,57,21,1
70,56,88,43,21,0
59,35,63,24,17,0
67,60,122,55,28,1
65,82,37,38,12,0
69,47,141,37,18,0
70,25,67,21,32,1
58,4,55,44,38,1
64,89,70,11,16,0
55,93,97,36,8,0
57,40,54,40,2,0
76,80,100,25,4,0
63,68,62,44,16,0
68,31,109,19,26,1
57,53,36,28,28,0
87,21,95,31,13,1
72,66,6,0,2,0
65,0,40,46,11,0
70,39,108,46,23,1
77,0,64,46,22,0
60,36,53,17,23,0
58,54,72,46,18,0
81,4,119,41,30,1
86,10,74,35,17,0
72,2,71,64,8,0
65,78,84,18,9,0
63,43,20,50,7,0
77,14,37,11,9,1
75,47,95,33,19,1
84,14,107,38,32,1
59,76,73,50,7,0
59,80,56,53,15,0
55,93,79,31,32,0
74,2,67,12,16,1
77,31,80,43,27,1
65,9,59,38,10,0
64,79,86,36,10,0
75,47,58,55,18,0
64,6,63,44,17,0
75,20,61,5,19,1
67,60,67,41,15,0
56,50,113,22,19,0
73,36,54,50,50,0
69,90,70,54,10,0
49,65,91,56,10,0
67,14,64,37,19,0
68,64,36,47,16,0
71,42,69,35,29,1
63,90,41,50,5,0
77,2,109,14,16,1
60,93,92,69,12,0
75,18,70,25,7,1
61,60,90,28,21,0
74,41,96,45,37,1
60,57,62,75,26,0
87,3,114,30,20,1
86,4,120,40,19,1
66,44,128,60,14,0
64,72,53,45,18,1
79,12,56,19,26,1
62,74,86,50,14,1
66,68,43,23,13,1
50,23,98,19,15,0
64,57,110,42,21,0
70,13,113,26,14,0
45,68,35,25,4,0
67,17,111,37,16,0
85,34,106,32,17,1
87,2,58,36,10,1
70,84,37,18,11,0
77,36,113,31,26,1
72,7,39,64,14,0
89,3,79,39,25,1
60,66,69,26,35,0
56,57,31,46,40,0
69,46,136,38,10,0
83,10,27,63,8,0
63,71,52,75,3,0
82,4,73,40,18,1
63,58,55,13,31,0
74,61,70,32,20,0
81,19,87,31,34,1
73,19,105,32,22,0
69,45,49,33,24,0
64,70,61,47,18,0
76,14,64,28,39,1
68,0,71,45,26,0
76,68,120,37,27,0
67,24,36,80,19,0
64,56,65,19,30,0
61,90,104,36,20,0
59,73,79,9,35,0
82,13,77,69,45,0
69,15,106,53,27,0
85,1,71,34,29,1
83,12,99,18,28,1
84,25,84,50,22,1
54,103,73,66,35,0
63,0,106,47,9,0
68,74,46,27,10,0
63,80,78,55,40,0
67,5,38,0,2,0
71,70,76,24,44,1
88,1,108,19,36,1
69,27,78,20,34,1
82,17,97,17,18,0
69,51,52,29,31,0
67,30,49,45,27,1
69,22,50,75,12,0
85,2,73,0,4,1
87,6,77,10,30,0
76,67,76,50,18,0
61,51,74,70,24,0
83,7,103,15,13,1
75,60,59,54,12,0
60,102,81,56,7,0
69,60,68,50,29,1
71,4,65,10,29,0
65,77,54,38,6,0
78,13,67,28,25,1
68,37,64,29,13,0
62,35,64,33,11,0
70,28,79,32,50,1
84,7,86,21,18,0
66,87,52,49,35,0
68,18,23,14,7,0
59,4,98,53,14,0
80,11,49,20,24,1
74,59,80,27,22,1
60,59,75,32,25,0
89,2,60,79,44,1
62,103,60,44,43,1
80,39,104,59,22,1
80,19,63,36,11,1
70,0,12,67,2,0
62,39,71,41,28,0
82,1,36,8,26,1
79,55,53,4,27,0
79,9,102,15,23,0
74,58,77,17,11,0
90,1,128,38,32,1
85,10,76,50,16,0
66,73,63,24,23,0
80,0,90,0,21,1
74,36,39,31,11,0
84,3,47,5,36,0
70,68,85,50,9,0
64,3,93,23,30,0
88,0,83,24,17,0
84,32,77,38,28,1
63,33,50,75,29,0
75,4,83,43,28,1
73,36,143,32,22,0
61,51,80,71,17,0
58,74,23,36,21,0
79,9,21,43,7,0
58,11,122,62,6,1
90,10,141,21,13,1
62,64,65,50,24,0
86,5,88,27,15,1
91,0,111,17,12,1
53,82,114,24,24,1
79,24,69,28,18,1
72,59,88,46,34,1
79,4,57,55,20,0
90,4,84,33,9,1
77,13,74,28,18,1
83,7,36,38,8,0
87,9,74,52,20,1
85,1,71,21,14,1
74,26,58,41,20,0
73,1,90,27,11,0
86,10,117,45,29,1
82,8,101,6,30,1
60,89,68,50,8,0
72,25,115,29,19,0
65,72,103,39,48,1
68,87,49,47,15,0
